,Country Name,Country Code,Continent,Year,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,pol_gen,exl_gen,cddrst_soc,hogrst_soc,hosrst_soc,just_pbadm,free_acexp,free_rel,pow_sxo,exl_eco,exl_geo,exl_pol,exl_soc,labour_share,Income Classification (World Bank Definition),power_soec,power_f,suffrage_f,dmr_f,"Compulsory education, duration (years) - SE.COM.DURS","School enrollment, secondary (% gross) - SE.SEC.ENRR",domestic_movement,slave,suffrage,minwage,si02,si03,si05,si07,fiscal,tariff,ODA,No. of Refugees (No of Accepted Applications)
109,India,IND,Asia,2000,468395000000.0,443.3141938,62.5,9.007352941,0.6890000000000001,0.342,1.0,1.0,1.0,0.21100000000000002,1.1740000000000002,0.541,0.392,0.31,0.342,0.228,0.40299999999999997,0.872921359,Low income,1.194,1.679,100.0,0.483,,44.87197876,0.701,0.6409999999999999,100.0,1.0,12.8,5.7,11.1,,,,,394.0
111,Ireland,IRL,Europe,2000,99871239174.0,26246.16882,95.0,12.04819277,0.887,0.11199999999999999,1.0,1.0,1.0,2.059,2.55,1.97,1.406,0.067,0.073,0.033,0.052000000000000005,0.7565095609999999,High income,1.344,1.2229999999999999,100.0,2.0540000000000003,10.0,105.1223679,0.9079999999999999,0.914,100.0,,1.0,6.5,10.7,106.1,,,,599.0
112,"Iran, Islamic Rep.",IRN,Asia,2000,109592000000.0,1670.0096740000001,26.25,3.448275862,0.415,0.82,0.0,0.0,1.0,0.816,0.115,-1.679,-2.03,0.406,0.45399999999999996,0.797,0.633,0.709618284,Lower-middle income,0.804,-0.27899999999999997,100.0,-0.6629999999999999,5.0,77.50984955,,,,,,,,,,,,82638.0
113,Iraq,IRQ,Asia,2000,48364250944.0,2058.2644010000004,33.125,7.6,0.28800000000000003,0.8490000000000001,1.0,,1.0,-1.7369999999999999,-2.366,-1.156,-1.885,0.667,0.7090000000000001,,0.8809999999999999,,Lower-middle income,0.653,-1.4780000000000002,100.0,-0.7140000000000001,6.0,37.78887939,0.242,0.726,100.0,,,,,,,,,344.0
114,Iceland,ISL,Europe,2000,9025660362.0,32096.372260000004,94.375,34.92063492,0.929,0.08900000000000001,1.0,1.0,1.0,1.9180000000000001,2.7560000000000002,2.431,2.099,0.047,0.10099999999999999,0.113,0.091,,High income,1.821,2.324,100.0,2.303,10.0,106.4570618,0.935,0.9009999999999999,100.0,,1.5,6.2,9.8,42.5,,,,0.0
115,Israel,ISR,Asia,2000,132705000000.0,21101.1801,78.125,12.5,0.865,0.11800000000000001,1.0,1.0,1.0,1.962,2.229,1.535,0.654,0.163,0.1,0.293,0.314,0.805252251,High income,0.56,1.77,100.0,1.075,11.0,104.162178,0.743,0.7959999999999999,100.0,,6.9,7.3,9.2,55.8,,,,5.0
116,Italy,ITA,Europe,2000,1143830000000.0,20087.59199,76.875,11.11111111,0.9,0.059000000000000004,1.0,1.0,1.0,1.2790000000000001,3.205,2.182,1.639,0.054000000000000006,0.066,0.024,0.034,0.84823444,High income,1.318,2.165,100.0,2.563,8.0,93.0541687,0.951,0.7390000000000001,100.0,2.0,7.8,7.0,10.1,48.6,,,,1648.0
117,Jamaica,JAM,North America,2000,9005064475.0,3392.1238780000003,59.375,13.33333333,0.89,0.065,1.0,1.0,1.0,0.976,2.775,1.715,0.475,0.253,0.08199999999999999,0.126,0.124,0.878410052,Lower-middle income,1.551,2.5180000000000002,100.0,2.455,6.0,85.28746033,0.919,0.768,100.0,,11.0,,25.6,116.8,,,,0.0
118,Jordan,JOR,Asia,2000,8460424401.0,1651.6217980000001,26.25,0.0,0.536,0.377,1.0,1.0,1.0,-0.344,0.598,0.48100000000000004,-1.6159999999999999,0.43799999999999994,0.319,0.348,0.488,0.904242091,Lower-middle income,-0.5670000000000001,-0.218,100.0,-0.45,10.0,82.2307663,0.609,0.7240000000000001,100.0,,18.4,7.0,19.4,34.6,,,,1907.0
119,Japan,JPN,Asia,2000,4887520000000.0,38532.04088,76.875,7.291666667,0.7859999999999999,0.14400000000000002,1.0,1.0,1.0,2.17,2.611,2.221,-0.073,0.018000000000000002,0.035,0.036000000000000004,0.03,0.7908264309999999,High income,1.406,0.899,100.0,2.325,9.0,,0.9329999999999999,0.878,100.0,3.0,5.3,4.6,11.7,35.5,,,,25.0
120,Kazakhstan,KAZ,Asia,2000,18291994909.0,1229.0012470000001,64.375,10.38961039,0.794,0.239,1.0,1.0,0.0,-0.515,0.259,-0.218,-1.058,0.41600000000000004,0.239,0.2,0.309,0.6120784,Lower-middle income,-1.06,0.88,100.0,1.651,9.0,93.70327759,0.847,0.742,100.0,,,13.6,25.7,19.5,,,,46.0
121,Kenya,KEN,Africa,2000,12705357103.0,397.4826588,51.875,3.571428571,0.552,0.602,1.0,,1.0,-0.9329999999999999,1.661,1.469,-0.941,0.578,0.491,0.569,0.649,0.82104964,Low income,0.455,0.514,100.0,0.40700000000000003,8.0,38.78356934,0.581,0.669,100.0,,33.3,12.9,17.6,,,,,2461.0
122,Kyrgyz Republic,KGZ,Asia,2000,1369688498.0,279.6195693,61.25,2.325581395,0.633,0.324,1.0,1.0,0.0,0.062,0.49,0.593,-1.84,0.41600000000000004,0.384,0.237,0.373,0.783072277,Low income,0.708,0.444,100.0,0.33799999999999997,9.0,84.75100708,,,,,,,,,,,,1720.0
123,Cambodia,KHM,Asia,2000,3654031716.0,300.613679,63.125,7.37704918,0.555,0.542,1.0,1.0,1.0,-1.042,-0.105,0.212,-0.142,0.7809999999999999,0.574,0.518,0.626,0.892760112,Low income,-1.338,0.613,100.0,1.4680000000000002,,17.28544998,0.836,0.53,100.0,,,,,,,,,15.0
124,Kiribati,KIR,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,St. Kitts and Nevis,KNA,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"Korea, Rep.",KOR,Asia,2000,576178000000.0,12256.99357,66.25,5.860805861,0.873,0.20600000000000002,1.0,,1.0,2.7539999999999996,2.354,2.645,-0.182,0.08900000000000001,0.11800000000000001,0.053,0.042,0.821405885,Upper-middle income,0.8640000000000001,1.357,100.0,2.522,6.0,95.95925140000001,,,,,8.9,4.6,10.5,,,,,
127,Kuwait,KWT,Asia,2000,37712842243.0,18440.37852,26.25,0.0,0.37200000000000005,0.696,0.0,0.0,1.0,-0.214,0.634,-0.24600000000000002,-2.1180000000000003,0.209,0.265,0.23800000000000002,0.38299999999999995,0.998853056,High income,0.239,-1.8019999999999998,0.0,-0.201,9.0,91.08805847,0.5670000000000001,0.231,0.0,,19.2,11.5,22.2,50.1,,,,370.0
129,Lao PDR,LAO,Asia,2000,1731198022.0,325.1869371,68.125,21.21212121,0.429,0.466,1.0,1.0,1.0,-1.464,-3.03,-1.301,0.113,0.606,0.6920000000000001,0.493,0.596,0.801475182,Low income,0.643,0.317,100.0,-0.6920000000000001,5.0,34.14220047,,,,,,,,,,,,
130,Lebanon,LBN,Asia,2000,17260364842.0,4491.641934,50.0,2.34375,0.5,0.621,1.0,1.0,1.0,-0.736,0.03,1.226,-1.662,0.42100000000000004,0.19699999999999998,0.6,0.364,0.881703655,Upper-middle income,-0.674,-0.799,100.0,-0.086,6.0,,0.541,0.7490000000000001,100.0,,7.8,6.4,16.9,64.6,,,,766.0
131,Liberia,LBR,Africa,2000,874000000.0,306.8338642,66.25,7.8125,0.53,0.5579999999999999,0.0,,0.0,-2.362,-1.338,1.18,0.539,0.716,0.8490000000000001,0.708,0.6920000000000001,0.758661292,Low income,1.261,1.1159999999999999,100.0,0.684,,35.93725967,0.627,0.33899999999999997,100.0,1.0,,,,,,,,26.0
132,Libya,LBY,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,0.389,0.36,100.0,3.0,,,,,,,,110.0
133,St. Lucia,LCA,North America,2000,932592592.6,5950.047485,80.625,11.11111111,,,,,,,,,,,,,,0.846921319,Upper-middle income,,,,,10.0,73.9931488,,,,,,,,,,,,
137,Liechtenstein,LIE,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Sri Lanka,LKA,Asia,2000,16330814180.0,869.696285,63.125,,0.626,0.259,1.0,,1.0,0.264,0.326,1.053,-1.581,0.396,0.292,0.515,0.539,0.9196874079999999,Lower-middle income,0.737,0.731,100.0,0.262,9.0,,0.526,0.8320000000000001,100.0,,,,,,,,,5.0
141,Lesotho,LSO,Africa,2000,887295267.9,436.48813729999995,43.125,3.797468354,0.715,0.38,0.0,1.0,1.0,0.141,1.114,1.962,1.19,0.359,0.507,0.5710000000000001,0.235,1.145098872,Low income,0.66,1.578,100.0,1.083,,28.28289032,0.8420000000000001,0.858,100.0,,,,,,,,,
143,Lithuania,LTU,Europe,2000,11524776867.0,3293.2299789999997,73.75,10.63829787,0.879,0.043,1.0,1.0,1.0,1.015,2.476,2.029,0.47600000000000003,0.057999999999999996,0.09300000000000001,0.032,0.025,0.831011713,Lower-middle income,0.846,1.168,100.0,2.49,10.0,96.91568756,0.9359999999999999,0.862,100.0,,11.3,10.2,16.3,34.6,,,,0.0
144,Luxembourg,LUX,Europe,2000,21263514833.0,48735.99549,85.625,16.66666667,0.879,0.096,1.0,1.0,1.0,3.275,2.727,1.5530000000000002,1.9080000000000001,0.034,0.047,0.02,0.08199999999999999,0.7713124090000001,High income,1.723,2.204,100.0,2.075,11.0,97.06419373,0.9009999999999999,0.915,100.0,,0.5,4.0,13.1,,,,,17.0
145,Latvia,LVA,Europe,2000,7949253766.0,3357.586436,67.5,17.0,0.94,0.03,1.0,1.0,1.0,1.504,2.364,1.8940000000000001,1.4280000000000002,0.065,0.087,0.039,0.054000000000000006,0.711871956,Lower-middle income,0.6890000000000001,1.7719999999999998,100.0,2.465,11.0,90.06597137,0.934,0.948,100.0,,4.6,8.5,14.0,74.1,,,,
146,"Macao SAR, China",MAC,Asia,2000,6774193548.0,15835.99101,,,,,,,,,,,,,,,,,High income,,,,,10.0,83.08939362,,,,,,,,,,,,
148,Morocco,MAR,Africa,2000,38857251336.0,1334.943464,44.375,0.615384615,0.545,0.426,1.0,1.0,1.0,-0.40700000000000003,0.368,-1.3869999999999998,-1.767,0.33,0.249,0.322,0.348,0.870433417,Lower-middle income,-0.741,-0.3,100.0,-0.885,9.0,38.68384171,0.57,0.847,100.0,1.0,17.5,9.8,12.8,47.8,,,,28.0
149,Monaco,MCO,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Moldova,MDA,Europe,2000,1288429392.0,440.6720307,66.875,7.920792079,0.825,0.109,1.0,1.0,0.0,0.35100000000000003,1.1540000000000001,0.818,-0.721,0.221,0.185,0.19399999999999998,0.201,0.744629848,Low income,0.369,0.7559999999999999,100.0,1.8119999999999998,9.0,81.59142303,0.8640000000000001,0.7490000000000001,100.0,,20.6,30.6,48.6,,,,,56.0
151,Madagascar,MDG,Africa,2000,4629247091.0,293.60715739999995,48.125,8.0,0.6759999999999999,0.575,1.0,1.0,1.0,-0.436,1.074,0.154,-1.709,0.789,0.698,0.43200000000000005,0.609,0.8757363490000001,Low income,0.391,0.369,100.0,1.0490000000000002,5.0,,0.718,0.607,100.0,1.0,8.6,7.1,14.1,75.0,,,,
152,Maldives,MDV,Asia,2000,624337145.3,2234.595861,44.375,6.0,0.52,0.4,0.0,,0.0,-1.251,-2.01,-2.6430000000000002,-1.262,0.247,0.392,0.32899999999999996,0.281,0.84612858,Lower-middle income,-1.525,0.6990000000000001,100.0,-0.358,7.0,51.29454041,0.619,0.72,100.0,,,,,,,,,
154,Mexico,MEX,North America,2000,707907000000.0,7157.8145,72.5,16.0,0.682,0.5589999999999999,1.0,,1.0,0.21899999999999997,2.015,1.3259999999999998,-0.491,0.6859999999999999,0.532,0.337,0.519,0.826085912,Upper-middle income,0.159,0.34700000000000003,100.0,0.858,9.0,71.76502991,0.738,0.586,100.0,3.0,5.8,9.6,13.8,115.3,,,,70.0
155,Marshall Islands,MHL,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,North Macedonia,MKD,Europe,2000,3773653058.0,1854.5362710000002,70.625,6.666666667,0.695,0.184,1.0,1.0,1.0,0.619,0.555,0.127,0.151,0.262,0.204,0.494,0.276,0.801757994,Lower-middle income,-0.317,0.17300000000000001,100.0,1.263,,81.34819794,0.784,0.71,100.0,,,,,,,,,
158,Mali,MLI,Africa,2000,2961484858.0,270.5429979,49.375,12.24489796,0.721,0.63,1.0,1.0,1.0,-0.509,2.572,0.085,1.36,0.637,0.715,0.593,0.39799999999999996,0.9005202929999999,Low income,1.1,1.054,100.0,0.857,9.0,17.45372009,0.813,0.627,100.0,,,,,,,,,156.0
159,Malta,MLT,Europe,2000,4069515579.0,10432.32812,60.0,9.230769231,0.807,0.152,1.0,1.0,1.0,1.965,1.8619999999999999,1.943,0.8370000000000001,0.11800000000000001,0.085,0.37,,,High income,1.3530000000000002,0.7709999999999999,100.0,1.186,11.0,89.18390656,0.762,0.888,100.0,,,,,,,,,25.0
160,Myanmar,MMR,Asia,2000,4660052520.0,99.74491959,53.75,,0.304,0.701,1.0,,1.0,-1.965,-1.817,-0.65,-0.847,0.732,0.8059999999999999,0.878,0.8740000000000001,1.858574032,Low income,0.852,0.066,0.0,-1.006,5.0,36.87453079,,,,,,,,,,,,
162,Montenegro,MNE,Europe,2000,984297589.4,1627.072633,61.25,,,0.402,1.0,1.0,1.0,-0.102,0.08,0.848,-1.014,0.28,0.322,0.626,0.488,,Lower-middle income,0.21,0.242,100.0,1.431,,,0.843,0.8690000000000001,100.0,1.0,,,,,,,,
163,Mongolia,MNG,Asia,2000,1136896124.0,474.2170943,67.5,10.52631579,0.847,0.21,1.0,1.0,1.0,1.008,1.771,2.164,0.27699999999999997,0.263,0.28600000000000003,0.195,0.21600000000000003,0.8748456859999999,Low income,1.2570000000000001,1.246,100.0,2.392,8.0,65.11740875,0.9329999999999999,0.782,100.0,,,,,,,,,
165,Mozambique,MOZ,Africa,2000,5656473652.0,319.3596208,38.75,30.0,0.7929999999999999,0.344,1.0,,1.0,-0.546,1.2429999999999999,2.0,-0.602,0.502,0.6409999999999999,0.541,0.444,0.85723298,Low income,0.573,1.126,100.0,0.91,,6.197350025,0.7829999999999999,0.828,100.0,,17.8,,,,,,,0.0
166,Mauritania,MRT,Africa,2000,1779523344.0,676.5690224,38.75,3.797468354,0.462,0.903,1.0,1.0,0.0,0.622,1.263,-1.9480000000000002,-1.1420000000000001,0.828,0.948,0.884,0.924,0.9145516220000001,Low income,-1.374,-0.614,100.0,1.416,,17.807489399999998,0.7559999999999999,0.242,100.0,,,,,,,,,135.0
167,Mauritius,MUS,Africa,2000,4663313620.0,3929.0754950000005,71.875,5.714285714,0.726,0.11800000000000001,0.0,1.0,1.0,1.71,1.421,1.429,-0.091,0.085,0.037000000000000005,0.11800000000000001,0.165,0.878196992,Upper-middle income,0.6559999999999999,1.004,100.0,0.973,6.0,76.81693268,0.8390000000000001,0.861,100.0,,,,,,,,,
168,Malawi,MWI,Africa,2000,1743506531.0,156.38581680000001,56.875,9.32642487,0.69,0.552,0.0,,1.0,-0.47200000000000003,0.302,0.75,-0.682,0.59,0.6829999999999999,0.47700000000000004,0.429,0.82993645,Low income,0.8340000000000001,0.828,100.0,0.266,8.0,31.288829800000002,0.605,0.72,100.0,,,,,,,,,
169,Malaysia,MYS,Asia,2000,93789736842.0,4043.662923,46.875,10.362694300000001,0.643,0.557,1.0,1.0,1.0,-0.907,-1.183,-0.87,-0.655,0.512,0.355,0.594,0.59,0.660430052,Upper-middle income,0.534,0.602,100.0,1.131,,77.41474152,0.7390000000000001,0.6,100.0,,15.4,8.5,12.5,41.0,,,,114.0
171,Namibia,NAM,Africa,2000,3922247985.0,2185.604112,71.25,25.0,0.8190000000000001,0.35600000000000004,1.0,,1.0,1.41,1.694,2.3480000000000003,0.7909999999999999,0.424,0.48100000000000004,0.22899999999999998,0.342,0.902425525,Lower-middle income,1.165,0.645,100.0,1.578,7.0,59.33732986,0.856,0.644,100.0,,,,,,,,,
172,New Caledonia,NCL,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Niger,NER,Africa,2000,2241753120.0,197.8326834,50.0,1.2048192770000001,0.616,0.258,1.0,1.0,1.0,0.45899999999999996,2.585,0.539,0.774,0.26899999999999996,0.413,0.215,0.147,0.9160795970000001,Low income,1.213,0.987,100.0,1.222,,6.591919899,0.77,0.59,100.0,,,,,,,,,10.0
174,Nigeria,NGA,Africa,2000,69448756933.0,567.9307221,54.375,3.4188034189999996,0.6709999999999999,0.6559999999999999,1.0,,1.0,-1.02,2.3369999999999997,1.689,-0.638,0.657,0.6759999999999999,0.705,0.628,0.703888746,Low income,0.34700000000000003,0.43700000000000006,100.0,1.068,,24.60940933,0.7609999999999999,0.755,100.0,,22.6,7.4,17.5,49.7,,,,328.0
175,Nicaragua,NIC,North America,2000,5107329007.0,1007.4998390000001,63.75,9.677419355,0.711,0.511,1.0,,1.0,-0.29100000000000004,1.8030000000000002,2.073,-0.22899999999999998,0.677,0.818,0.799,0.6629999999999999,0.901761334,Low income,-0.508,0.795,100.0,1.679,6.0,52.67501068,0.8590000000000001,0.804,100.0,3.0,5.2,,14.3,109.6,,,,0.0
176,Netherlands,NLD,Europe,2000,416443000000.0,26149.41108,89.375,36.0,0.9359999999999999,0.037000000000000005,1.0,1.0,1.0,2.536,2.245,2.408,2.573,0.02,0.053,0.023,0.022000000000000002,0.86205315,High income,1.9709999999999999,2.6319999999999997,100.0,1.835,13.0,122.41854099999999,0.885,0.894,100.0,2.0,1.8,5.1,10.7,73.7,,,,1787.0
177,Norway,NOR,Europe,2000,171247000000.0,38131.46061,88.125,36.36363636,0.958,0.02,1.0,1.0,1.0,3.105,3.142,2.6889999999999996,2.117,0.013000000000000001,0.036000000000000004,0.012,0.015,0.736450858,High income,2.1830000000000003,3.367,100.0,2.224,10.0,116.0636368,0.935,0.927,100.0,2.0,1.2,7.0,12.1,32.0,,,,95.0
178,Nepal,NPL,Asia,2000,5494252208.0,229.4903926,41.875,5.853658537,0.581,0.522,1.0,1.0,0.0,0.18100000000000002,1.992,0.9009999999999999,-0.74,0.341,0.68,0.436,0.54,0.9619312659999999,Low income,1.294,0.87,100.0,0.409,,35.76190186,0.484,0.45299999999999996,100.0,1.0,,,,,,,,5.0
179,Nauru,NRU,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,New Zealand,NZL,Oceania,2000,52623281957.0,13641.102719999999,86.875,30.83333333,0.9490000000000001,0.055,1.0,1.0,1.0,3.228,2.9530000000000003,2.722,1.9880000000000002,0.18,0.081,0.04,0.066,0.788524825,High income,1.111,3.1919999999999997,100.0,2.614,10.0,110.76226809999999,0.9540000000000001,0.731,100.0,1.0,,,,,,,,295.0
182,Oman,OMN,Asia,2000,19507452508.0,8601.271932,29.375,,,0.726,1.0,,1.0,0.9790000000000001,-1.526,-0.172,-1.7369999999999999,0.425,0.40299999999999997,0.261,0.597,0.520520074,Upper-middle income,-0.7759999999999999,-0.794,9.552,-0.518,,78.23267365,0.48,0.267,9.552,,,,,,,,,
184,Pakistan,PAK,Asia,2000,82017743416.0,576.1955803999999,38.125,,0.457,0.324,1.0,1.0,1.0,-1.2329999999999999,1.219,-1.057,-2.113,0.551,0.371,0.324,0.374,0.875335605,Low income,-0.6629999999999999,1.2590000000000001,0.0,-0.924,12.0,,0.551,0.344,0.0,,19.5,4.9,11.4,53.9,,,,381.0
185,Panama,PAN,North America,2000,12304115000.0,4060.317793,68.125,9.85915493,0.7809999999999999,0.242,1.0,,1.0,1.042,2.44,1.556,-1.58,0.38,0.402,0.192,0.26899999999999996,0.8807717209999999,Upper-middle income,0.626,1.115,100.0,1.9069999999999998,11.0,64.87814331,0.8440000000000001,0.87,100.0,,1.4,9.6,13.5,158.2,,,,0.0
186,Peru,PER,South America,2000,51744749133.0,1955.588006,80.625,,0.6990000000000001,0.491,1.0,,1.0,-0.698,-0.125,1.401,0.018000000000000002,0.53,0.575,0.249,0.628,0.872095837,Lower-middle income,0.909,1.275,100.0,0.542,12.0,80.76802826,0.647,0.785,100.0,3.0,,9.1,12.9,,,,,0.0
187,Philippines,PHL,Asia,2000,83670261708.0,1072.809037,70.0,11.26126126,0.833,0.24600000000000002,1.0,,1.0,-0.11,1.704,2.063,1.001,0.613,0.5479999999999999,0.298,0.32299999999999995,1.008394356,Lower-middle income,-0.37200000000000005,1.965,100.0,1.3869999999999998,10.0,,0.82,0.642,100.0,,24.0,13.6,16.2,28.6,,,,5.0
188,Palau,PLW,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Papua New Guinea,PNG,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,0.847,0.636,100.0,,,,,,,,,
190,Poland,POL,Europe,2000,172219000000.0,4501.454067000001,66.875,13.04347826,0.9129999999999999,0.051,1.0,1.0,1.0,1.436,2.5540000000000003,2.401,0.907,0.062,0.1,0.023,0.043,0.855050836,Upper-middle income,1.5730000000000002,1.994,100.0,1.5859999999999999,9.0,100.1021423,0.84,0.889,100.0,3.0,15.5,7.1,12.9,40.5,,,,66.0
192,Puerto Rico,PRI,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Portugal,PRT,Europe,2000,118311000000.0,11497.75346,79.375,17.39130435,0.92,0.1,1.0,1.0,1.0,2.987,3.4339999999999997,2.699,1.436,0.13,0.066,0.03,0.066,0.832725959,High income,1.2919999999999998,1.5719999999999998,100.0,2.439,9.0,104.7436218,0.9440000000000001,0.907,100.0,3.0,2.2,5.8,9.2,66.7,,,,10.0
195,Paraguay,PRY,South America,2000,8855705140.0,1663.604939,89.375,2.5,0.6409999999999999,0.54,1.0,,1.0,-0.17800000000000002,2.037,1.686,-1.574,0.715,0.597,0.635,0.76,0.7603037559999999,Lower-middle income,-0.21,0.12,100.0,1.844,9.0,61.50513077,0.8809999999999999,0.858,100.0,3.0,,12.4,,,,,,
196,West Bank and Gaza,PSE,Asia,2000,4313600000.0,1476.17185,26.25,,0.604,0.496,1.0,1.0,1.0,-0.245,0.657,2.404,-1.8519999999999999,0.446,0.309,0.502,0.507,,Lower-middle income,0.18600000000000003,1.2209999999999999,100.0,-1.6219999999999999,10.0,78.31916046,,,,,,,,,,,,
199,French Polynesia,PYF,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Qatar,QAT,Asia,2000,17759890110.0,29976.16763,29.375,,,0.626,1.0,1.0,1.0,0.155,-0.21,-0.626,-1.808,0.34,0.177,0.39799999999999996,0.69,0.49977435200000003,High income,-1.097,-0.295,0.0,-1.4040000000000001,,91.37918091,0.316,0.16,0.0,,,,,,,,,10.0
201,Romania,ROU,Europe,2000,37253259017.0,1659.9076400000001,70.0,,0.835,0.157,1.0,1.0,1.0,-0.027000000000000003,1.325,1.379,0.39799999999999996,0.21899999999999997,0.252,0.158,0.21899999999999997,0.775031018,Lower-middle income,0.825,1.225,100.0,1.864,8.0,79.77613068,0.866,0.735,100.0,3.0,,8.6,23.8,,,,,82.0
202,Russian Federation,RUS,Europe,2000,259710000000.0,1771.594059,70.0,7.709750567,0.6970000000000001,0.23199999999999998,1.0,1.0,1.0,-0.8590000000000001,1.061,0.647,-0.674,0.3,0.262,0.223,0.13699999999999998,0.72120442,Lower-middle income,0.065,0.22,100.0,1.403,8.0,,,,,,7.7,12.1,19.0,102.6,,,,272.0
203,Rwanda,RWA,Africa,2000,2067528500.0,260.6011858,51.875,25.71428571,0.8059999999999999,0.27399999999999997,1.0,1.0,1.0,0.9890000000000001,-1.053,1.341,-1.695,0.797,0.8740000000000001,0.8490000000000001,0.795,0.847581473,Low income,-0.743,1.195,0.0,1.794,6.0,11.41376972,0.818,0.7929999999999999,0.0,,,,,,,,,0.0
205,Saudi Arabia,SAU,Asia,2000,189515000000.0,9171.331476000001,23.75,,,0.9640000000000001,1.0,,1.0,0.23,-1.347,-3.24,-2.016,0.5529999999999999,0.552,0.139,0.698,0.7896736409999999,Upper-middle income,-0.5579999999999999,-2.563,0.0,-3.055,,,0.16,0.209,0.0,0.0,10.4,,21.0,99.0,,,,30.0
206,Sudan,SDN,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,0.131,0.052000000000000005,100.0,,,,,,,,,0.0
207,Senegal,SEN,Africa,2000,6046725378.0,617.1556841,63.75,12.14285714,0.76,0.353,1.0,1.0,1.0,0.5479999999999999,2.537,1.018,0.426,0.264,0.228,0.24600000000000002,0.22,0.8565946109999999,Low income,1.365,0.88,100.0,1.525,6.0,15.702890400000001,0.8909999999999999,0.6940000000000001,100.0,,18.1,9.9,20.6,67.6,,,,26.0
208,Singapore,SGP,Asia,2000,96074477958.0,23852.32703,68.75,4.301075269,0.721,0.04,0.0,1.0,1.0,3.116,-0.299,1.161,0.335,0.022000000000000002,0.031,0.10300000000000001,0.07400000000000001,0.853793701,High income,1.251,1.3330000000000002,100.0,1.2990000000000002,6.0,,0.831,0.28600000000000003,100.0,,3.4,10.0,19.6,,,,,0.0
209,Solomon Islands,SLB,Oceania,2000,419933580.9,1017.6137570000001,54.375,2.040816327,0.358,0.815,1.0,1.0,1.0,-0.9329999999999999,1.013,0.9620000000000001,-0.8059999999999999,0.5720000000000001,0.8540000000000001,0.281,0.33399999999999996,0.9132661959999999,Low income,0.419,-0.88,100.0,-0.05,,20.51971054,0.515,0.541,100.0,,,,,,,,,
210,Sierra Leone,SLE,Africa,2000,635874002.2,138.6987225,31.875,8.75,0.441,0.48100000000000004,0.0,,0.0,-1.76,1.189,1.974,-0.804,0.521,0.545,0.555,0.297,0.8753170809999999,Low income,0.669,1.0190000000000001,100.0,-1.242,,,0.165,0.345,100.0,,37.9,18.5,24.6,95.0,,,,
211,El Salvador,SLV,North America,2000,11784927700.0,2001.5400489999997,78.125,9.523809523999999,0.644,0.633,1.0,,1.0,-0.28600000000000003,1.6269999999999998,1.767,-0.09300000000000001,0.8540000000000001,0.7140000000000001,0.6409999999999999,0.561,0.914728867,Lower-middle income,-0.91,0.35,100.0,1.902,9.0,58.32695007,0.816,0.485,100.0,1.0,,8.8,11.5,84.9,,,,
212,San Marino,SMR,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Somalia,SOM,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,0.257,0.258,0.0,,,,,,,,,5.0
214,Serbia,SRB,Europe,2000,6875845987.0,914.7857198999999,70.625,,0.785,0.161,1.0,1.0,1.0,0.536,0.6709999999999999,2.026,-0.166,0.155,0.17800000000000002,0.302,0.21899999999999997,,Lower-middle income,0.914,0.8059999999999999,100.0,1.296,8.0,91.18826294,0.8740000000000001,0.866,100.0,1.0,,,,,,,,10.0
216,South Sudan,SSD,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Suriname,SUR,South America,2000,947671969.7,2012.2816510000002,63.75,,0.8540000000000001,0.387,1.0,,1.0,-0.098,1.896,2.385,0.151,0.505,0.373,0.415,0.514,0.771729999,Lower-middle income,0.815,1.405,100.0,1.357,6.0,,0.877,0.732,100.0,,,,,,,,,
221,Slovak Republic,SVK,Europe,2000,29169953013.0,5413.150621,63.75,14.0,0.879,0.079,1.0,1.0,1.0,1.62,2.815,1.867,0.795,0.18600000000000003,0.113,0.049,0.099,0.706641132,Upper-middle income,0.9670000000000001,1.409,100.0,2.194,10.0,85.61714935,,,,,13.7,4.6,12.5,75.1,,,,5.0
